2.607937753200531006e-01,4.055997729301452637e-01,2.576338946819305420e-01,3.807266652584075928e-01,2.595084905624389648e-01,3.824841678142547607e-01,2.609435319900512695e-01,3.836844861507415771e-01,2.483024299144744873e-01,3.770350217819213867e-01,2.435088455677032471e-01,3.763455748558044434e-01,2.377329319715499878e-01,3.758070766925811768e-01,2.488166540861129761e-01,3.909178078174591064e-01,2.196881473064422607e-01,3.895655870437622070e-01,2.607610523700714111e-01,4.298743307590484619e-01,2.487598657608032227e-01,4.268945455551147461e-01,2.661708593368530273e-01,5.140310525894165039e-01,1.775802075862884521e-01,5.311762690544128418e-01,2.948216497898101807e-01,6.811300516128540039e-01,2.551703155040740967e-01,7.320531010627746582e-01,3.565191030502319336e-01,8.309944272041320801e-01,3.286149799823760986e-01,9.228481054306030273e-01,3.746678233146667480e-01,8.596562147140502930e-01,3.388048410415649414e-01,9.712972640991210938e-01,3.753792047500610352e-01,8.648779392242431641e-01,3.545652031898498535e-01,9.568027257919311523e-01,3.646443486213684082e-01,8.592807054519653320e-01,3.528585135936737061e-01,9.397362470626831055e-01,2.485584765672683716e-01,7.858995199203491211e-01,1.925838887691497803e-01,8.331698179244995117e-01,3.446072340011596680e-01,7.746082544326782227e-01,2.991735935211181641e-01,9.609768390655517578e-01,3.670190274715423584e-01,9.261038303375244141e-01,3.238205909729003906e-01,1.038235425949096680e+00,3.611037433147430420e-01,9.508476257324218750e-01,3.136791586875915527e-01,1.033615469932556152e+00,4.031946659088134766e-01,9.743828773498535156e-01,3.698573112487792969e-01,1.102321624755859375e+00
2.608243823051452637e-01,4.056489169597625732e-01,2.581749558448791504e-01,3.804171383380889893e-01,2.599005997180938721e-01,3.816913068294525146e-01,2.613207399845123291e-01,3.824376463890075684e-01,2.485658675432205200e-01,3.769302368164062500e-01,2.435149848461151123e-01,3.760159909725189209e-01,2.376548498868942261e-01,3.751045763492584229e-01,2.492578476667404175e-01,3.905130922794342041e-01,2.185650169849395752e-01,3.871551454067230225e-01,2.605434060096740723e-01,4.298202395439147949e-01,2.484823167324066162e-01,4.270110130310058594e-01,2.656033039093017578e-01,5.124064087867736816e-01,1.792400926351547241e-01,5.317683219909667969e-01,2.948400378227233887e-01,6.809716820716857910e-01,2.554763555526733398e-01,7.324332594871520996e-01,3.563034832477569580e-01,8.314060568809509277e-01,3.289712369441986084e-01,9.222306013107299805e-01,3.746383786201477051e-01,8.619768023490905762e-01,3.388758301734924316e-01,9.713130593299865723e-01,3.752141594886779785e-01,8.681684732437133789e-01,3.548040091991424561e-01,9.572147727012634277e-01,3.645899295806884766e-01,8.632417321205139160e-01,3.532582223415374756e-01,9.399265646934509277e-01,2.486470937728881836e-01,7.986950278282165527e-01,1.934778988361358643e-01,8.426196575164794922e-01,3.585201799869537354e-01,8.306313157081604004e-01,3.127804398536682129e-01,1.001922726631164551e+00,3.676964640617370605e-01,9.675935506820678711e-01,3.235298991203308105e-01,1.102602243423461914e+00,3.609902262687683105e-01,9.884650111198425293e-01,3.122873604297637939e-01,1.105671882629394531e+00,4.053834974765777588e-01,1.022353053092956543e+00,3.642496466636657715e-01,1.173840284347534180e+00
2.606616020202636719e-01,4.061048328876495361e-01,2.581730186939239502e-01,3.804170489311218262e-01,2.598932087421417236e-01,3.816351890563964844e-01,2.613192796707153320e-01,3.822869956493377686e-01,2.485646456480026245e-01,3.769318759441375732e-01,2.434730529785156250e-01,3.759768307209014893e-01,2.375582456588745117e-01,3.749421834945678711e-01,2.493489235639572144e-01,3.904829621315002441e-01,2.175327986478805542e-01,3.867859244346618652e-01,2.602648437023162842e-01,4.303255379199981689e-01,2.481869161128997803e-01,4.281351268291473389e-01,2.660680413246154785e-01,5.124055147171020508e-01,1.791607439517974854e-01,5.317630171775817871e-01,3.008819222450256348e-01,6.814851760864257812e-01,2.571833729743957520e-01,7.300390601158142090e-01,3.598494231700897217e-01,8.307089805603027344e-01,3.294072151184082031e-01,9.176746606826782227e-01,3.785127997398376465e-01,8.624133467674255371e-01,3.396516740322113037e-01,9.687212705612182617e-01,3.775294125080108643e-01,8.681713342666625977e-01,3.550307452678680420e-01,9.564331173896789551e-01,3.686591684818267822e-01,8.629128932952880859e-01,3.533942699432373047e-01,9.387760758399963379e-01,2.516390979290008545e-01,7.988010048866271973e-01,1.946069449186325073e-01,8.474463820457458496e-01,3.688821792602539062e-01,8.176058530807495117e-01,3.122535347938537598e-01,9.667882919311523438e-01,3.728472292423248291e-01,9.600853919982910156e-01,3.187229335308074951e-01,1.054562687873840332e+00,3.624973297119140625e-01,9.839166998863220215e-01,3.063253462314605713e-01,1.060295224189758301e+00,4.187054038047790527e-01,1.012687444686889648e+00,3.598622381687164307e-01,1.118359088897705078e+00
2.606286704540252686e-01,4.070972800254821777e-01,2.582643628120422363e-01,3.806641101837158203e-01,2.599465250968933105e-01,3.817078471183776855e-01,2.613688409328460693e-01,3.822967410087585449e-01,2.486383914947509766e-01,3.772356808185577393e-01,2.434770166873931885e-01,3.760886192321777344e-01,2.375464439392089844e-01,3.749510049819946289e-01,2.493147850036621094e-01,3.904976248741149902e-01,2.170252054929733276e-01,3.866817355155944824e-01,2.597651183605194092e-01,4.309799969196319580e-01,2.478700429201126099e-01,4.293346703052520752e-01,2.660244703292846680e-01,5.128965973854064941e-01,1.788650155067443848e-01,5.319684147834777832e-01,3.047717213630676270e-01,6.796620488166809082e-01,2.581164836883544922e-01,7.279466390609741211e-01,3.666206002235412598e-01,8.332112431526184082e-01,3.346996903419494629e-01,9.102813005447387695e-01,3.848185539245605469e-01,8.713727593421936035e-01,3.476401269435882568e-01,9.606130719184875488e-01,3.810970783233642578e-01,8.738594055175781250e-01,3.588467538356781006e-01,9.524559974670410156e-01,3.722577095031738281e-01,8.661242723464965820e-01,3.565608859062194824e-01,9.335493445396423340e-01,2.527413368225097656e-01,8.056809306144714355e-01,1.933172047138214111e-01,8.528673052787780762e-01,3.745250701904296875e-01,8.747195005416870117e-01,3.113162517547607422e-01,1.001376867294311523e+00,3.830795884132385254e-01,1.023950576782226562e+00,3.126579821109771729e-01,1.119527816772460938e+00,3.709478080272674561e-01,1.048082232475280762e+00,2.988982200622558594e-01,1.123973131179809570e+00,4.300943911075592041e-01,1.096483826637268066e+00,3.495198786258697510e-01,1.201935648918151855e+00
2.598371803760528564e-01,4.070474803447723389e-01,2.578189373016357422e-01,3.799975812435150146e-01,2.594404518604278564e-01,3.806406259536743164e-01,2.608662843704223633e-01,3.809004426002502441e-01,2.479784786701202393e-01,3.768180012702941895e-01,2.424806058406829834e-01,3.755331635475158691e-01,2.362056672573089600e-01,3.742490410804748535e-01,2.482180297374725342e-01,3.893763124942779541e-01,2.151302546262741089e-01,3.858133554458618164e-01,2.585087716579437256e-01,4.309770464897155762e-01,2.465936690568923950e-01,4.294124543666839600e-01,2.655558884143829346e-01,5.126345753669738770e-01,1.788458526134490967e-01,5.319772958755493164e-01,3.083944618701934814e-01,6.730916500091552734e-01,2.626155018806457520e-01,7.230356931686401367e-01,3.734974563121795654e-01,8.291995525360107422e-01,3.475228250026702881e-01,8.915080428123474121e-01,3.904379308223724365e-01,8.711553215980529785e-01,3.618285059928894043e-01,9.411309361457824707e-01,3.863404393196105957e-01,8.745874166488647461e-01,3.696392774581909180e-01,9.258323907852172852e-01,3.786880075931549072e-01,8.656967878341674805e-01,3.657258152961730957e-01,9.111894965171813965e-01,2.533901035785675049e-01,8.086702823638916016e-01,1.944142729043960571e-01,8.548278808593750000e-01,3.788087069988250732e-01,8.612219691276550293e-01,3.224843144416809082e-01,9.958899617195129395e-01,3.855903148651123047e-01,1.042834758758544922e+00,3.502677083015441895e-01,1.124803662300109863e+00,3.726657629013061523e-01,1.072354674339294434e+00,3.361383974552154541e-01,1.135363101959228516e+00,4.334270358085632324e-01,1.108742237091064453e+00,4.056828916072845459e-01,1.202146291732788086e+00
2.597551047801971436e-01,4.079236388206481934e-01,2.577951848506927490e-01,3.802124857902526855e-01,2.593994736671447754e-01,3.807340860366821289e-01,2.608209848403930664e-01,3.809243440628051758e-01,2.479427307844161987e-01,3.772175312042236328e-01,2.423819303512573242e-01,3.758702278137207031e-01,2.360450774431228638e-01,3.745171725749969482e-01,2.478958666324615479e-01,3.893628120422363281e-01,2.147011756896972656e-01,3.858297467231750488e-01,2.583759725093841553e-01,4.319939613342285156e-01,2.464175522327423096e-01,4.311237633228302002e-01,2.653588354587554932e-01,5.125187039375305176e-01,1.790011972188949585e-01,5.319368839263916016e-01,3.096834123134613037e-01,6.704805493354797363e-01,2.644203007221221924e-01,7.204268574714660645e-01,3.752821683883666992e-01,8.269239068031311035e-01,3.505455553531646729e-01,8.891288638114929199e-01,3.931646943092346191e-01,8.719798326492309570e-01,3.644809424877166748e-01,9.382332563400268555e-01,3.898062109947204590e-01,8.763465881347656250e-01,3.730453252792358398e-01,9.267335534095764160e-01,3.796288371086120605e-01,8.655648231506347656e-01,3.693583309650421143e-01,9.086064696311950684e-01,2.550488710403442383e-01,8.112903237342834473e-01,1.965580284595489502e-01,8.612049818038940430e-01,3.905059695243835449e-01,8.501833677291870117e-01,3.196199834346771240e-01,9.918336868286132812e-01,3.867149651050567627e-01,1.013033151626586914e+00,3.499816358089447021e-01,1.104334712028503418e+00,3.730234503746032715e-01,1.038933038711547852e+00,3.379483819007873535e-01,1.109678864479064941e+00,4.310602247714996338e-01,1.076430439949035645e+00,4.050330519676208496e-01,1.176959633827209473e+00
2.600771188735961914e-01,4.080681204795837402e-01,2.577988505363464355e-01,3.802376091480255127e-01,2.593307793140411377e-01,3.807189166545867920e-01,2.605609595775604248e-01,3.807973265647888184e-01,2.483128309249877930e-01,3.777249753475189209e-01,2.428632527589797974e-01,3.765072226524353027e-01,2.367239892482757568e-01,3.752015829086303711e-01,2.457913905382156372e-01,3.886022269725799561e-01,2.147382050752639771e-01,3.858512341976165771e-01,2.583828270435333252e-01,4.320257902145385742e-01,2.469661682844161987e-01,4.314161539077758789e-01,2.640268206596374512e-01,5.117195844650268555e-01,1.790177822113037109e-01,5.323927402496337891e-01,3.145725131034851074e-01,6.645555496215820312e-01,2.683031260967254639e-01,7.185510993003845215e-01,3.842979669570922852e-01,8.118151426315307617e-01,3.598992824554443359e-01,8.675514459609985352e-01,4.014449119567871094e-01,8.513098955154418945e-01,3.762111067771911621e-01,9.164853692054748535e-01,3.980150222778320312e-01,8.592794537544250488e-01,3.832309246063232422e-01,9.013549685478210449e-01,3.902374505996704102e-01,8.464714288711547852e-01,3.782749474048614502e-01,8.851760029792785645e-01,2.548510432243347168e-01,8.085935711860656738e-01,1.965227425098419189e-01,8.592442274093627930e-01,3.767957091331481934e-01,7.904692888259887695e-01,2.859646379947662354e-01,8.935691714286804199e-01,3.846169710159301758e-01,9.715363383293151855e-01,3.533644080162048340e-01,1.011341333389282227e+00,3.727228045463562012e-01,1.018297195434570312e+00,3.469391763210296631e-01,1.039818525314331055e+00,4.296188950538635254e-01,9.786010980606079102e-01,4.190455973148345947e-01,1.006861209869384766e+00
2.600795626640319824e-01,4.083262085914611816e-01,2.577345371246337891e-01,3.802799284458160400e-01,2.591947615146636963e-01,3.807242214679718018e-01,2.603691220283508301e-01,3.808105885982513428e-01,2.483102977275848389e-01,3.779209554195404053e-01,2.428612411022186279e-01,3.767462968826293945e-01,2.367240637540817261e-01,3.754666149616241455e-01,2.453891932964324951e-01,3.885636925697326660e-01,2.146248370409011841e-01,3.858716189861297607e-01,2.583872675895690918e-01,4.323649108409881592e-01,2.469764053821563721e-01,4.320704638957977295e-01,2.633259892463684082e-01,5.113584399223327637e-01,1.789371967315673828e-01,5.325824022293090820e-01,3.165983557701110840e-01,6.625402569770812988e-01,2.693159878253936768e-01,7.169200181961059570e-01,3.864239156246185303e-01,8.070380091667175293e-01,3.605150282382965088e-01,8.614575862884521484e-01,4.041004180908203125e-01,8.447104692459106445e-01,3.757275044918060303e-01,9.079073667526245117e-01,4.008638262748718262e-01,8.515179157257080078e-01,3.847291469573974609e-01,8.954405188560485840e-01,3.931056559085845947e-01,8.407453894615173340e-01,3.792406916618347168e-01,8.794403076171875000e-01,2.544411122798919678e-01,8.075571060180664062e-01,1.964671313762664795e-01,8.575674295425415039e-01,3.685138523578643799e-01,7.882720232009887695e-01,2.790150046348571777e-01,8.848077654838562012e-01,3.834464550018310547e-01,9.700090885162353516e-01,3.555782437324523926e-01,1.010872960090637207e+00,3.725374042987823486e-01,1.013672947883605957e+00,3.506919741630554199e-01,1.040621876716613770e+00,4.287799894809722900e-01,9.778559207916259766e-01,4.229032397270202637e-01,1.006190299987792969e+00
2.600015997886657715e-01,4.086597561836242676e-01,2.577133476734161377e-01,3.807187080383300781e-01,2.591746747493743896e-01,3.811201751232147217e-01,2.603603899478912354e-01,3.811823129653930664e-01,2.482919394969940186e-01,3.785259127616882324e-01,2.428381145000457764e-01,3.774328529834747314e-01,2.366986721754074097e-01,3.761906027793884277e-01,2.454522401094436646e-01,3.887488543987274170e-01,2.144694030284881592e-01,3.861705362796783447e-01,2.583510279655456543e-01,4.327754676342010498e-01,2.469561547040939331e-01,4.327031075954437256e-01,2.632037699222564697e-01,5.112285017967224121e-01,1.788149327039718628e-01,5.328031182289123535e-01,3.179737031459808350e-01,6.626039147377014160e-01,2.694954276084899902e-01,7.168474793434143066e-01,3.879303336143493652e-01,8.056656718254089355e-01,3.605071604251861572e-01,8.611352443695068359e-01,4.053609371185302734e-01,8.423710465431213379e-01,3.768413960933685303e-01,9.071025252342224121e-01,4.017570018768310547e-01,8.496695756912231445e-01,3.850699663162231445e-01,8.947511315345764160e-01,3.944410681724548340e-01,8.381248712539672852e-01,3.795519173145294189e-01,8.786514401435852051e-01,2.542936205863952637e-01,8.082610368728637695e-01,1.964158713817596436e-01,8.578177690505981445e-01,3.638743758201599121e-01,7.883638739585876465e-01,2.753625214099884033e-01,9.028478860855102539e-01,3.828119635581970215e-01,9.700409173965454102e-01,3.510866761207580566e-01,1.025282979011535645e+00,3.725128471851348877e-01,1.013326525688171387e+00,3.433272242546081543e-01,1.045042514801025391e+00,4.305013120174407959e-01,9.834233522415161133e-01,4.108118414878845215e-01,1.041669011116027832e+00
2.599862217903137207e-01,4.087574779987335205e-01,2.577069997787475586e-01,3.808857500553131104e-01,2.591697275638580322e-01,3.812672495841979980e-01,2.603593170642852783e-01,3.813105821609497070e-01,2.482736408710479736e-01,3.787310719490051270e-01,2.428093254566192627e-01,3.776713013648986816e-01,2.366626709699630737e-01,3.764574229717254639e-01,2.454968988895416260e-01,3.887635171413421631e-01,2.143189162015914917e-01,3.863116502761840820e-01,2.583594918251037598e-01,4.328768551349639893e-01,2.469608336687088013e-01,4.329176247119903564e-01,2.632124722003936768e-01,5.110412836074829102e-01,1.786984652280807495e-01,5.332590937614440918e-01,3.184005320072174072e-01,6.627708673477172852e-01,2.693948447704315186e-01,7.169800400733947754e-01,3.885516226291656494e-01,8.056770563125610352e-01,3.608433306217193604e-01,8.627673387527465820e-01,4.056723117828369141e-01,8.435174822807312012e-01,3.774220347404479980e-01,9.112059473991394043e-01,4.020914435386657715e-01,8.494030237197875977e-01,3.852761983871459961e-01,8.960035443305969238e-01,3.948666453361511230e-01,8.375173807144165039e-01,3.799046277999877930e-01,8.798352479934692383e-01,2.543628513813018799e-01,8.083094954490661621e-01,1.963563412427902222e-01,8.579838275909423828e-01,3.612309694290161133e-01,7.802137732505798340e-01,2.766587138175964355e-01,9.096398353576660156e-01,3.834964931011199951e-01,9.692665934562683105e-01,3.478795886039733887e-01,1.031566739082336426e+00,3.739104866981506348e-01,1.012431144714355469e+00,3.419311642646789551e-01,1.052551627159118652e+00,4.351410269737243652e-01,9.835346937179565430e-01,4.065692424774169922e-01,1.054851412773132324e+00
