0.05,1.0,65.62011886609167,26.338865285645596,15.257914573816947
0.1,1.0,12.36931687685298,27.378090582773638,12.804266065286754
0.15,1.0,20.518284528683193,28.04951809382294,11.624741281409285
0.2,1.0,23.430749027719962,28.547575038162364,13.231384746337113
0.25,1.0,24.758836806279895,26.343426963360116,17.013982457868423
0.3,1.0,21.633307652783937,27.50644640009915,16.47957487711551
0.35,1.0,23.021728866442675,27.50644640009915,21.084812637106353
0.4,1.0,23.706539182259394,26.87783454411303,21.084812637106353
0.45,1.0,25.059928172283335,27.56883298995524,19.476575498931993
0.5,1.0,25.553864678361276,27.062301966987235,22.10420291856144
0.55,1.0,26.419689627245813,26.253301080956163,19.983106521899998
0.6,1.0,26.40075756488817,25.829545072353767,19.983106521899998
0.65,1.0,26.92582403567252,25.829545072353767,19.983106521899998
0.7,1.0,25.298221281347036,26.336076095321715,17.43116701004473
0.75,1.0,26.570660511172846,25.43207301924491,19.983106521899998
0.8,1.0,27.202941017470888,25.226767189667555,19.983106521899998
0.85,1.0,27.51363298439521,25.85941773884045,22.10420291856144
0.9,1.0,28.160255680657446,26.565051177077976,21.597671895593407
0.95,1.0,29.5296461204668,25.403680663039097,23.9566851071433
1.0,1.0,29.68164415931166,25.417916716799652,22.91559403752413
1.05,1.0,30.23243291566195,27.302967904860708,23.908495794852
1.1,1.0,31.400636936215164,28.60229147448686,22.8073777387998
1.15,1.0,32.202484376209235,28.56801328431942,21.426779568890993
1.2,1.0,31.064449134018133,26.7178186690999,26.699076147862428
1.25,1.0,31.906112267087632,26.565051177077976,27.255328374943076
1.3,1.0,31.906112267087632,25.878524603016473,28.35703449014943
1.35,1.0,31.38470965295043,26.78941520147427,28.89190541655978
1.4,1.0,31.906112267087632,28.680349579475376,28.686147573739447
1.45,1.0,31.064449134018133,28.27223089213527,30.435158494807297
1.5,1.0,30.528675044947494,28.832232474935665,29.687181639193682
1.55,1.0,29.154759474226502,29.089388969753998,30.239550697907646
1.6,1.0,28.30194339616981,30.966741153600907,29.687181639193682
1.65,1.0,28.30194339616981,29.750311661774106,30.239550697907646
1.7,1.0,27.784887978899608,29.750311661774106,30.239550697907646
1.75,1.0,28.653097563788805,30.2845602988466,28.118454301246175
1.8,1.0,29.5296461204668,30.2845602988466,28.118454301246175
1.85,1.0,29.068883707497267,29.7226650206174,30.80144597613682
1.9,1.0,29.068883707497267,30.39728259749063,30.80144597613682
1.95,1.0,28.178005607210743,32.31699673714516,30.239550697907646
2.0,1.0,28.178005607210743,32.31699673714516,28.118454301246175
2.05,1.0,28.178005607210743,32.31699673714516,28.118454301246175
2.1,1.0,28.178005607210743,32.31699673714516,28.118454301246175
2.15,1.0,28.178005607210743,32.97615350499231,27.56608524253224
2.2,1.0,29.5296461204668,31.848261127420074,25.205927785840544
2.25,1.0,29.154759474226502,32.38318450659381,24.671004406666754
2.3,1.0,29.68164415931166,32.23825388412607,24.155012337114414
2.35,1.0,30.528675044947494,32.10625595511783,22.750976342787652
2.4,1.0,31.064449134018133,33.430877529445496,22.225341736330023
2.45,1.0,31.064449134018133,34.10432744711508,21.690064652523404
2.5,1.0,31.064449134018133,34.10432744711508,21.690064652523404
2.55,1.0,29.410882339705484,34.75116111800193,22.21551735722312
2.6,1.0,23.853720883753127,34.09441511679711,23.09391874509231
2.65,1.0,21.633307652783937,34.22552651154433,23.09391874509231
2.7,1.0,26.92582403567252,30.648707537584897,28.17105416636022
2.75,1.0,27.202941017470888,28.081178649911465,28.17105416636022
