0.05,0.0,44.01136216933077,24.582842845960613,17.49355359990085,nan,nan,302.0,324.0,214.0
0.1,0.0,22.627416997969522,33.00633909907717,13.566959878110282,nan,nan,303.0,320.0,211.0
0.15,0.0,29.154759474226502,37.11154285216196,11.581977558777538,nan,nan,303.0,319.0,209.0
0.2,0.0,30.01666203960727,37.66620321842737,17.638643250338646,nan,nan,303.0,317.0,208.0
0.25,0.0,19.697715603592208,39.99913354562716,18.486060120259168,nan,nan,299.0,315.0,204.0
0.3,0.0,11.704699910719626,42.1748973007343,18.115512915885006,nan,nan,293.0,307.0,199.0
0.35,0.0,12.041594578792296,39.81105814257529,16.947576367017092,nan,nan,293.0,309.0,198.0
0.4,0.0,10.198039027185569,39.62329457194926,16.470428439608582,1.9990411475608312,28.281849388367846,294.0,309.0,198.0
0.45,0.0,18.110770276274835,39.69732008568701,16.396402925870802,7.276075947075839,28.334746056557805,292.0,306.0,198.0
0.5,0.0,23.769728648009426,38.89682557874707,17.943022379757167,4.078172869465561,27.609874627035026,293.0,306.0,199.0
0.55,0.0,21.587033144922902,38.32390363639155,15.656952765795722,4.078172869465561,27.609874627035026,293.0,305.0,200.0
0.6,0.0,24.515301344262525,38.32390363639155,15.656952765795722,10.080597987542319,28.84865805438568,293.0,305.0,200.0
0.65,0.0,24.351591323771842,37.389848932532516,16.071439210038818,8.130102354155895,25.894955654853447,294.0,303.0,200.0
0.7,0.0,26.90724809414742,36.33887328543841,16.006404465725666,8.130102354155895,26.565051177078004,294.0,303.0,203.0
0.75,0.0,26.90724809414742,35.79651251920845,17.48516561761579,11.132424602830156,27.954788293864965,294.0,303.0,204.0
0.8,0.0,24.758836806279895,36.99258649368309,16.006404465725666,10.4207123967945,26.908135576601524,294.0,302.0,205.0
0.85,0.0,26.1725046566048,34.096785943936624,18.039129354712543,12.15641698572287,30.036460354934746,299.0,304.0,206.0
0.9,0.0,26.248809496813376,34.01373979301255,17.48516561761579,12.050784883409506,35.68016261406635,299.0,306.0,204.0
0.95,0.0,25.495097567963924,34.16897246308699,17.48516561761579,10.513656022648206,38.15044200723344,297.0,309.0,204.0
1.0,0.0,26.1725046566048,33.41308023943051,18.085825171197826,10.513656022648206,37.88786007147763,297.0,312.0,202.0
