1694139146.3669732,0.05,53.009433122794285,46.10741840049323
1694139146.416973,0.1,50.60632371551998,34.058824896083536
1694139146.466973,0.15,50.0,36.03017952573771
1694139146.5169733,0.2,49.20365840057018,37.71104767638988
1694139146.5669732,0.25,49.040799340956916,36.41613115975619
1694139146.6169732,0.3,48.27007354458868,35.871096425538326
1694139146.666973,0.35,49.20365840057018,36.09828396710799
1694139146.716973,0.4,49.4064773081425,37.28351347666961
1694139146.7669733,0.45,49.4064773081425,39.03097713407038
1694139146.8169732,0.5,53.85164807134504,42.259209405817415
1694139146.8669732,0.55,62.96824596572466,52.043679868030864
1694139146.916973,0.6,64.51356446515724,53.03445005651952
1694139146.966973,0.65,63.56886030125127,52.23175960455471
1694139147.0169733,0.7,62.36184731067546,51.13633967126373
1694139147.0669732,0.75,62.12889826803627,50.55223770807169
1694139147.1169732,0.8,63.0317380372777,51.494056207524665
1694139147.166973,0.85,63.0317380372777,51.2828562917459
1694139147.216973,0.9,61.40032573203501,49.67759955393771
1694139147.2669733,0.95,59.481089431852205,51.524099364873706
1694139147.3169732,1.0,57.87054518492115,51.9019527058249
